facet,value,detector,n,mean,std
sector,Health Care,z57,394,0.1969260958737918,1.155414650687988
sector,Industrials,z1,3698,0.3998749358574328,1.9521089540124952
sector,Industrials,z2,3722,0.2465153457942773,2.216528259175353
sector,Industrials,z3,3672,0.008071330884336,1.0096297102565042
sector,Industrials,z4,3721,-0.1960404202630289,0.98745583256119
sector,Industrials,z6,3449,1.1422309157486827,2.247691198093138
sector,Industrials,z8,3059,0.0462619541389569,0.9904972578124808
sector,Industrials,z57,3714,-0.0439391606457126,1.0889148815727263
sector,Information Technology,z1,1449,0.030826516271366,1.6944674971757152
sector,Information Technology,z2,1463,0.5166466490847778,2.310358417060491
sector,Information Technology,z3,1445,-0.1337625074492421,1.117782468395519
sector,Information Technology,z4,1463,-0.2551343319355574,0.9792031427740924
sector,Information Technology,z6,1365,1.0933779009402498,2.255635260641534
sector,Information Technology,z8,1065,-0.0275126921491817,1.0208770451660945
sector,Information Technology,z57,1458,-0.0781748598003355,1.0705460484960796
sector,Materials,z1,1755,0.5467105373543376,2.0028269437076007
sector,Materials,z2,1759,0.3230286862445607,2.16140260709562
sector,Materials,z3,1751,-0.0034147069804254,0.935617091291054
sector,Materials,z4,1756,-0.118783575773263,1.1906494899532436
sector,Materials,z6,1634,1.3225571152168714,2.309902442258762
